hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month
Resort Hotel,1,181,2017,March,1
Resort Hotel,1,84,2017,March,1
Resort Hotel,1,181,2017,March,1
Resort Hotel,1,181,2017,March,1
Resort Hotel,1,182,2017,March,1
Resort Hotel,1,21,2017,March,2
Resort Hotel,0,7,2017,March,2
Resort Hotel,1,5,2017,March,3
Resort Hotel,1,8,2017,March,3
Resort Hotel,1,8,2017,March,3
Resort Hotel,1,8,2017,March,3
Resort Hotel,1,8,2017,March,3
Resort Hotel,1,8,2017,March,3
Resort Hotel,1,39,2017,March,4
Resort Hotel,1,266,2017,March,4
Resort Hotel,1,11,2017,March,4
Resort Hotel,1,82,2017,March,4
Resort Hotel,1,168,2017,March,4
Resort Hotel,1,167,2017,March,4
Resort Hotel,1,316,2017,March,4
Resort Hotel,1,9,2017,March,5
Resort Hotel,1,15,2017,March,5
Resort Hotel,1,30,2017,March,5
Resort Hotel,1,25,2017,March,5
Resort Hotel,1,17,2017,March,5
Resort Hotel,1,270,2017,March,5
Resort Hotel,1,270,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,53,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,171,2017,March,5
Resort Hotel,1,35,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,53,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,53,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,312,2017,March,5
Resort Hotel,1,124,2017,March,5
Resort Hotel,1,195,2017,March,5
Resort Hotel,1,4,2017,March,6
Resort Hotel,1,6,2017,March,6
Resort Hotel,1,5,2017,March,6
Resort Hotel,1,3,2017,March,6
Resort Hotel,1,142,2017,March,6
Resort Hotel,1,1,2017,March,7
Resort Hotel,1,19,2017,March,7
Resort Hotel,1,21,2017,March,7
Resort Hotel,1,220,2017,March,7
Resort Hotel,1,218,2017,March,7
Resort Hotel,1,2,2017,March,8
Resort Hotel,1,8,2017,March,8
Resort Hotel,1,25,2017,March,8
Resort Hotel,1,321,2017,March,8
Resort Hotel,1,211,2017,March,9
Resort Hotel,1,0,2017,March,9
Resort Hotel,1,107,2017,March,9
Resort Hotel,1,115,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,115,2017,March,9
Resort Hotel,1,115,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,17,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,115,2017,March,9
Resort Hotel,1,115,2017,March,9
Resort Hotel,1,26,2017,March,9
Resort Hotel,1,100,2017,March,9
Resort Hotel,1,146,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,16,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,86,2017,March,9
Resort Hotel,1,142,2017,March,9
Resort Hotel,1,142,2017,March,9
Resort Hotel,1,142,2017,March,9
Resort Hotel,1,142,2017,March,9
Resort Hotel,1,142,2017,March,9
Resort Hotel,1,142,2017,March,9
Resort Hotel,1,125,2017,March,9
Resort Hotel,1,64,2017,March,9
Resort Hotel,1,18,2017,March,10
Resort Hotel,1,14,2017,March,10
Resort Hotel,1,16,2017,March,10
Resort Hotel,1,14,2017,March,10
Resort Hotel,1,32,2017,March,10
Resort Hotel,1,31,2017,March,10
Resort Hotel,1,148,2017,March,10
Resort Hotel,1,46,2017,March,11
Resort Hotel,1,81,2017,March,11
Resort Hotel,1,22,2017,March,11
Resort Hotel,1,88,2017,March,11
Resort Hotel,1,57,2017,March,11
Resort Hotel,1,9,2017,March,11
Resort Hotel,1,15,2017,March,11
Resort Hotel,1,39,2017,March,11
Resort Hotel,1,339,2017,March,11
Resort Hotel,1,332,2017,March,11
Resort Hotel,1,332,2017,March,11
Resort Hotel,1,339,2017,March,11
Resort Hotel,1,57,2017,March,11
Resort Hotel,1,339,2017,March,11
Resort Hotel,1,339,2017,March,11
Resort Hotel,1,88,2017,March,11
Resort Hotel,1,57,2017,March,11
Resort Hotel,1,332,2017,March,11
Resort Hotel,1,39,2017,March,11
Resort Hotel,1,339,2017,March,11
Resort Hotel,1,46,2017,March,11
Resort Hotel,1,332,2017,March,11
Resort Hotel,1,57,2017,March,11
Resort Hotel,1,57,2017,March,11
Resort Hotel,1,339,2017,March,11
Resort Hotel,1,252,2017,March,11
Resort Hotel,1,2,2017,March,12
Resort Hotel,1,30,2017,March,12
Resort Hotel,1,66,2017,March,12
Resort Hotel,1,39,2017,March,12
Resort Hotel,1,96,2017,March,12
Resort Hotel,1,96,2017,March,12
Resort Hotel,1,96,2017,March,12
Resort Hotel,1,96,2017,March,12
Resort Hotel,1,133,2017,March,13
Resort Hotel,1,112,2017,March,13
Resort Hotel,1,146,2017,March,13
Resort Hotel,1,24,2017,March,13
Resort Hotel,1,24,2017,March,13
Resort Hotel,1,58,2017,March,13
Resort Hotel,1,27,2017,March,13
Resort Hotel,1,115,2017,March,13
Resort Hotel,1,208,2017,March,13
Resort Hotel,1,0,2017,March,14
Resort Hotel,1,61,2017,March,14
Resort Hotel,1,140,2017,March,14
Resort Hotel,1,168,2017,March,14
Resort Hotel,1,26,2017,March,14
Resort Hotel,1,26,2017,March,14
Resort Hotel,1,26,2017,March,14
Resort Hotel,1,26,2017,March,14
Resort Hotel,1,26,2017,March,14
Resort Hotel,1,177,2017,March,14
Resort Hotel,1,157,2017,March,14
Resort Hotel,1,26,2017,March,14
Resort Hotel,1,278,2017,March,14
Resort Hotel,1,19,2017,March,14
Resort Hotel,1,94,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,194,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,144,2017,March,14
Resort Hotel,1,194,2017,March,14
Resort Hotel,1,177,2017,March,14
Resort Hotel,1,159,2017,March,14
Resort Hotel,1,112,2017,March,15
Resort Hotel,1,112,2017,March,15
Resort Hotel,1,112,2017,March,15
Resort Hotel,1,112,2017,March,15
Resort Hotel,1,112,2017,March,15
Resort Hotel,1,285,2017,March,15
Resort Hotel,1,211,2017,March,15
Resort Hotel,1,24,2017,March,15
Resort Hotel,1,210,2017,March,15
Resort Hotel,1,232,2017,March,16
Resort Hotel,1,148,2017,March,16
Resort Hotel,1,10,2017,March,16
Resort Hotel,1,139,2017,March,16
Resort Hotel,1,24,2017,March,17
Resort Hotel,1,50,2017,March,17
Resort Hotel,1,27,2017,March,17
Resort Hotel,1,28,2017,March,17
Resort Hotel,1,134,2017,March,17
Resort Hotel,1,28,2017,March,17
Resort Hotel,1,204,2017,March,18
Resort Hotel,1,30,2017,March,18
Resort Hotel,1,14,2017,March,18
Resort Hotel,1,26,2017,March,18
Resort Hotel,1,68,2017,March,18
Resort Hotel,1,201,2017,March,18
Resort Hotel,1,115,2017,March,18
Resort Hotel,1,201,2017,March,18
Resort Hotel,1,282,2017,March,18
Resort Hotel,1,201,2017,March,18
Resort Hotel,1,205,2017,March,18
Resort Hotel,1,74,2017,March,18
Resort Hotel,1,309,2017,March,18
Resort Hotel,1,283,2017,March,19
Resort Hotel,1,3,2017,March,19
Resort Hotel,1,320,2017,March,19
Resort Hotel,1,216,2017,March,19
Resort Hotel,1,96,2017,March,19
Resort Hotel,1,12,2017,March,19
Resort Hotel,1,6,2017,March,20
Resort Hotel,1,20,2017,March,22
Resort Hotel,1,61,2017,March,22
Resort Hotel,1,98,2017,March,22
Resort Hotel,1,40,2017,March,23
Resort Hotel,1,123,2017,March,23
Resort Hotel,1,340,2017,March,24
Resort Hotel,1,39,2017,March,24
Resort Hotel,1,350,2017,March,24
Resort Hotel,1,350,2017,March,24
Resort Hotel,1,340,2017,March,24
Resort Hotel,1,350,2017,March,24
Resort Hotel,1,350,2017,March,24
Resort Hotel,1,350,2017,March,24
Resort Hotel,1,350,2017,March,24
Resort Hotel,1,350,2017,March,24
Resort Hotel,1,340,2017,March,24
Resort Hotel,1,350,2017,March,24
Resort Hotel,1,340,2017,March,24
Resort Hotel,1,16,2017,March,24
Resort Hotel,1,350,2017,March,24
Resort Hotel,1,350,2017,March,24
Resort Hotel,1,350,2017,March,24
Resort Hotel,1,350,2017,March,24
Resort Hotel,1,214,2017,March,24
Resort Hotel,1,214,2017,March,24
Resort Hotel,1,186,2017,March,24
Resort Hotel,1,214,2017,March,24
Resort Hotel,1,214,2017,March,24
Resort Hotel,1,186,2017,March,24
Resort Hotel,1,214,2017,March,24
Resort Hotel,1,13,2017,March,25
Resort Hotel,1,13,2017,March,25
Resort Hotel,1,226,2017,March,25
Resort Hotel,1,226,2017,March,25
Resort Hotel,1,105,2017,March,25
Resort Hotel,1,120,2017,March,25
Resort Hotel,1,273,2017,March,25
Resort Hotel,1,273,2017,March,25
Resort Hotel,1,273,2017,March,25
Resort Hotel,1,102,2017,March,26
Resort Hotel,1,102,2017,March,26
Resort Hotel,1,102,2017,March,26
Resort Hotel,1,102,2017,March,26
Resort Hotel,1,102,2017,March,26
Resort Hotel,1,74,2017,March,26
Resort Hotel,1,11,2017,March,26
Resort Hotel,1,182,2017,March,26
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,103,2017,March,27
Resort Hotel,1,6,2017,March,27
Resort Hotel,1,34,2017,March,27
Resort Hotel,1,21,2017,March,27
Resort Hotel,1,136,2017,March,27
Resort Hotel,1,176,2017,March,27
Resort Hotel,1,0,2017,March,28
Resort Hotel,1,54,2017,March,28
Resort Hotel,1,26,2017,March,28
Resort Hotel,1,180,2017,March,28
Resort Hotel,1,125,2017,March,28
Resort Hotel,1,63,2017,March,28
Resort Hotel,1,192,2017,March,28
Resort Hotel,1,60,2017,March,28
Resort Hotel,1,40,2017,March,28
Resort Hotel,1,188,2017,March,28
Resort Hotel,1,118,2017,March,29
Resort Hotel,1,0,2017,March,29
Resort Hotel,1,72,2017,March,29
Resort Hotel,1,40,2017,March,29
Resort Hotel,1,25,2017,March,29
Resort Hotel,1,113,2017,March,29
Resort Hotel,1,175,2017,March,29
Resort Hotel,1,50,2017,March,29
Resort Hotel,1,66,2017,March,30
Resort Hotel,1,9,2017,March,30
Resort Hotel,1,47,2017,March,30
Resort Hotel,1,156,2017,March,30
Resort Hotel,1,30,2017,March,30
Resort Hotel,1,34,2017,March,30
Resort Hotel,1,47,2017,March,30
Resort Hotel,1,15,2017,March,30
Resort Hotel,1,15,2017,March,30
Resort Hotel,1,0,2017,March,31
Resort Hotel,1,19,2017,March,31
Resort Hotel,1,57,2017,March,31
Resort Hotel,1,27,2017,March,31
Resort Hotel,1,23,2017,March,31
Resort Hotel,1,24,2017,March,31
Resort Hotel,1,64,2017,March,31
Resort Hotel,1,27,2017,March,31
Resort Hotel,1,145,2017,March,31
Resort Hotel,1,32,2017,March,31
Resort Hotel,1,162,2017,March,31
Resort Hotel,1,69,2017,March,31
Resort Hotel,1,63,2017,April,1
Resort Hotel,1,94,2017,April,1
Resort Hotel,1,35,2017,April,1
Resort Hotel,1,48,2017,April,1
Resort Hotel,1,69,2017,April,1
Resort Hotel,1,177,2017,April,1
Resort Hotel,1,174,2017,April,1
Resort Hotel,1,57,2017,April,1
Resort Hotel,1,2,2017,April,2
Resort Hotel,1,82,2017,April,2
Resort Hotel,1,117,2017,April,2
Resort Hotel,1,38,2017,April,2
Resort Hotel,1,84,2017,April,2
Resort Hotel,1,38,2017,April,2
Resort Hotel,1,174,2017,April,2
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,255,2017,April,3
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,10,2017,April,3
Resort Hotel,1,55,2017,April,3
Resort Hotel,1,26,2017,April,3
Resort Hotel,1,12,2017,April,3
Resort Hotel,1,112,2017,April,3
Resort Hotel,1,364,2017,April,3
Resort Hotel,1,12,2017,April,3
Resort Hotel,1,255,2017,April,3
Resort Hotel,1,255,2017,April,3
Resort Hotel,1,255,2017,April,3
Resort Hotel,1,273,2017,April,3
Resort Hotel,1,48,2017,April,4
Resort Hotel,1,26,2017,April,4
Resort Hotel,1,121,2017,April,4
Resort Hotel,1,240,2017,April,4
Resort Hotel,1,192,2017,April,4
Resort Hotel,1,205,2017,April,5
Resort Hotel,1,6,2017,April,5
Resort Hotel,1,12,2017,April,5
Resort Hotel,1,46,2017,April,5
Resort Hotel,1,152,2017,April,5
Resort Hotel,1,226,2017,April,5
Resort Hotel,1,59,2017,April,5
Resort Hotel,1,52,2017,April,5
Resort Hotel,1,57,2017,April,5
Resort Hotel,1,152,2017,April,5
Resort Hotel,1,252,2017,April,5
Resort Hotel,1,1,2017,April,5
Resort Hotel,1,21,2017,April,5
Resort Hotel,1,41,2017,April,5
Resort Hotel,1,175,2017,April,6
Resort Hotel,1,175,2017,April,6
Resort Hotel,1,10,2017,April,6
Resort Hotel,1,175,2017,April,6
Resort Hotel,1,175,2017,April,6
Resort Hotel,1,22,2017,April,6
Resort Hotel,1,175,2017,April,6
Resort Hotel,1,175,2017,April,6
Resort Hotel,1,175,2017,April,6
Resort Hotel,1,180,2017,April,6
Resort Hotel,1,31,2017,April,6
Resort Hotel,1,32,2017,April,6
Resort Hotel,1,84,2017,April,6
Resort Hotel,1,0,2017,April,7
Resort Hotel,1,1,2017,April,7
Resort Hotel,1,47,2017,April,7
Resort Hotel,1,53,2017,April,7
Resort Hotel,1,32,2017,April,7
Resort Hotel,1,53,2017,April,7
Resort Hotel,1,53,2017,April,7
Resort Hotel,1,84,2017,April,7
Resort Hotel,1,223,2017,April,7
Resort Hotel,1,24,2017,April,8
Resort Hotel,1,45,2017,April,8
Resort Hotel,1,155,2017,April,8
Resort Hotel,1,62,2017,April,8
Resort Hotel,1,123,2017,April,8
Resort Hotel,1,45,2017,April,8
Resort Hotel,1,45,2017,April,8
Resort Hotel,1,58,2017,April,8
Resort Hotel,1,30,2017,April,8
Resort Hotel,1,95,2017,April,8
Resort Hotel,1,32,2017,April,8
Resort Hotel,1,313,2017,April,8
Resort Hotel,1,351,2017,April,8
Resort Hotel,1,46,2017,April,8
Resort Hotel,1,60,2017,April,8
Resort Hotel,1,47,2017,April,8
Resort Hotel,1,89,2017,April,8
Resort Hotel,1,313,2017,April,8
Resort Hotel,1,313,2017,April,8
Resort Hotel,1,351,2017,April,8
Resort Hotel,1,313,2017,April,8
Resort Hotel,1,86,2017,April,8
Resort Hotel,1,313,2017,April,8
Resort Hotel,1,351,2017,April,8
Resort Hotel,1,351,2017,April,8
Resort Hotel,1,351,2017,April,8
Resort Hotel,1,187,2017,April,8
Resort Hotel,1,351,2017,April,8
Resort Hotel,1,58,2017,April,8
Resort Hotel,1,233,2017,April,8
Resort Hotel,1,233,2017,April,8
Resort Hotel,1,70,2017,April,8
Resort Hotel,1,351,2017,April,8
Resort Hotel,1,200,2017,April,8
Resort Hotel,1,3,2017,April,9
Resort Hotel,1,29,2017,April,9
Resort Hotel,1,3,2017,April,9
Resort Hotel,1,210,2017,April,9
Resort Hotel,1,79,2017,April,9
Resort Hotel,1,212,2017,April,9
Resort Hotel,1,3,2017,April,9
Resort Hotel,1,3,2017,April,9
Resort Hotel,1,68,2017,April,9
Resort Hotel,1,55,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,105,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,146,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,124,2017,April,9
Resort Hotel,1,30,2017,April,9
Resort Hotel,1,216,2017,April,9
Resort Hotel,1,216,2017,April,9
Resort Hotel,1,97,2017,April,9
Resort Hotel,1,188,2017,April,10
Resort Hotel,1,21,2017,April,10
Resort Hotel,1,217,2017,April,10
Resort Hotel,1,214,2017,April,10
Resort Hotel,1,56,2017,April,10
Resort Hotel,1,54,2017,April,10
Resort Hotel,1,24,2017,April,10
Resort Hotel,1,148,2017,April,10
Resort Hotel,1,148,2017,April,10
Resort Hotel,1,29,2017,April,10
Resort Hotel,1,62,2017,April,10
Resort Hotel,1,65,2017,April,10
Resort Hotel,1,238,2017,April,10
Resort Hotel,1,212,2017,April,10
Resort Hotel,1,39,2017,April,10
Resort Hotel,1,62,2017,April,10
Resort Hotel,1,5,2017,April,11
Resort Hotel,1,23,2017,April,11
Resort Hotel,1,52,2017,April,11
Resort Hotel,1,70,2017,April,11
Resort Hotel,1,51,2017,April,11
Resort Hotel,1,70,2017,April,11
Resort Hotel,1,70,2017,April,11
Resort Hotel,1,70,2017,April,11
Resort Hotel,1,62,2017,April,11
Resort Hotel,1,76,2017,April,11
Resort Hotel,1,25,2017,April,11
Resort Hotel,1,25,2017,April,11
Resort Hotel,1,220,2017,April,12
Resort Hotel,1,27,2017,April,12
Resort Hotel,1,50,2017,April,12
Resort Hotel,1,32,2017,April,12
Resort Hotel,1,77,2017,April,12
Resort Hotel,1,42,2017,April,12
Resort Hotel,1,141,2017,April,12
Resort Hotel,1,141,2017,April,12
Resort Hotel,1,95,2017,April,12
Resort Hotel,1,203,2017,April,12
Resort Hotel,1,66,2017,April,12
Resort Hotel,1,19,2017,April,12
Resort Hotel,1,13,2017,April,13
Resort Hotel,1,26,2017,April,13
Resort Hotel,1,153,2017,April,13
Resort Hotel,1,63,2017,April,13
Resort Hotel,1,66,2017,April,13
Resort Hotel,1,134,2017,April,13
Resort Hotel,1,73,2017,April,13
Resort Hotel,1,23,2017,April,13
Resort Hotel,1,40,2017,April,13
Resort Hotel,1,66,2017,April,13
Resort Hotel,1,246,2017,April,13
Resort Hotel,1,80,2017,April,13
Resort Hotel,1,134,2017,April,13
Resort Hotel,1,32,2017,April,13
Resort Hotel,1,35,2017,April,13
Resort Hotel,1,180,2017,April,13
Resort Hotel,1,43,2017,April,13
Resort Hotel,1,261,2017,April,13
Resort Hotel,1,62,2017,April,13
Resort Hotel,1,35,2017,April,13
Resort Hotel,1,90,2017,April,13
Resort Hotel,1,43,2017,April,13
Resort Hotel,1,230,2017,April,13
Resort Hotel,1,167,2017,April,13
Resort Hotel,1,230,2017,April,13
Resort Hotel,1,76,2017,April,13
Resort Hotel,1,167,2017,April,13
Resort Hotel,1,86,2017,April,13
Resort Hotel,1,72,2017,April,13
Resort Hotel,1,159,2017,April,13
Resort Hotel,1,227,2017,April,13
Resort Hotel,1,224,2017,April,13
Resort Hotel,1,162,2017,April,13
Resort Hotel,1,161,2017,April,13
Resort Hotel,1,162,2017,April,13
Resort Hotel,1,162,2017,April,13
Resort Hotel,1,161,2017,April,13
Resort Hotel,1,162,2017,April,13
Resort Hotel,1,58,2017,April,14
Resort Hotel,1,71,2017,April,14
Resort Hotel,1,58,2017,April,14
Resort Hotel,1,43,2017,April,14
Resort Hotel,1,43,2017,April,14
Resort Hotel,1,43,2017,April,14
Resort Hotel,1,80,2017,April,14
Resort Hotel,1,186,2017,April,14
Resort Hotel,1,14,2017,April,14
Resort Hotel,1,172,2017,April,14
Resort Hotel,1,98,2017,April,14
Resort Hotel,1,72,2017,April,14
Resort Hotel,1,60,2017,April,14
Resort Hotel,1,55,2017,April,14
Resort Hotel,1,79,2017,April,14
Resort Hotel,1,72,2017,April,14
Resort Hotel,1,70,2017,April,14
Resort Hotel,1,208,2017,April,14
Resort Hotel,1,87,2017,April,14
Resort Hotel,1,229,2017,April,14
Resort Hotel,1,75,2017,April,14
Resort Hotel,1,272,2017,April,14
Resort Hotel,1,111,2017,April,14
Resort Hotel,1,102,2017,April,14
Resort Hotel,1,69,2017,April,14
Resort Hotel,1,111,2017,April,14
Resort Hotel,1,46,2017,April,14
Resort Hotel,1,173,2017,April,14
Resort Hotel,1,173,2017,April,14
Resort Hotel,1,161,2017,April,14
Resort Hotel,1,105,2017,April,14
Resort Hotel,1,267,2017,April,14
Resort Hotel,1,267,2017,April,14
Resort Hotel,1,249,2017,April,14
Resort Hotel,1,267,2017,April,14
Resort Hotel,1,267,2017,April,14
Resort Hotel,1,267,2017,April,14
Resort Hotel,1,119,2017,April,14
Resort Hotel,1,3,2017,April,15
Resort Hotel,1,19,2017,April,15
Resort Hotel,1,102,2017,April,15
Resort Hotel,1,102,2017,April,15
Resort Hotel,1,98,2017,April,15
Resort Hotel,1,29,2017,April,15
Resort Hotel,1,73,2017,April,15
Resort Hotel,1,73,2017,April,15
Resort Hotel,1,73,2017,April,15
Resort Hotel,1,10,2017,April,15
Resort Hotel,1,102,2017,April,15
Resort Hotel,1,210,2017,April,15
Resort Hotel,1,98,2017,April,15
Resort Hotel,1,86,2017,April,15
Resort Hotel,1,239,2017,April,15
Resort Hotel,1,93,2017,April,15
Resort Hotel,1,239,2017,April,15
Resort Hotel,1,125,2017,April,15
Resort Hotel,1,24,2017,April,16
Resort Hotel,1,184,2017,April,16
Resort Hotel,1,4,2017,April,16
Resort Hotel,1,94,2017,April,16
Resort Hotel,1,72,2017,April,16
Resort Hotel,1,116,2017,April,16
Resort Hotel,1,179,2017,April,16
Resort Hotel,1,158,2017,April,16
Resort Hotel,1,179,2017,April,16
Resort Hotel,1,132,2017,April,16
Resort Hotel,1,154,2017,April,16
Resort Hotel,1,131,2017,April,16
Resort Hotel,1,210,2017,April,16
Resort Hotel,1,95,2017,April,16
Resort Hotel,1,221,2017,April,16
Resort Hotel,1,131,2017,April,16
Resort Hotel,1,87,2017,April,16
Resort Hotel,1,95,2017,April,16
Resort Hotel,1,131,2017,April,16
Resort Hotel,1,104,2017,April,16
Resort Hotel,1,87,2017,April,16
Resort Hotel,1,131,2017,April,16
Resort Hotel,1,131,2017,April,16
Resort Hotel,1,184,2017,April,16
Resort Hotel,1,144,2017,April,16
Resort Hotel,1,133,2017,April,16
Resort Hotel,1,184,2017,April,16
Resort Hotel,1,65,2017,April,17
Resort Hotel,1,92,2017,April,17
Resort Hotel,1,68,2017,April,17
Resort Hotel,1,92,2017,April,17
Resort Hotel,1,92,2017,April,17
Resort Hotel,1,39,2017,April,17
Resort Hotel,1,126,2017,April,17
Resort Hotel,1,126,2017,April,17
Resort Hotel,1,39,2017,April,17
Resort Hotel,1,126,2017,April,17
Resort Hotel,1,168,2017,April,17
Resort Hotel,1,95,2017,April,17
Resort Hotel,1,85,2017,April,17
Resort Hotel,1,80,2017,April,17
Resort Hotel,1,95,2017,April,17
Resort Hotel,1,64,2017,April,17
Resort Hotel,1,228,2017,April,17
Resort Hotel,1,228,2017,April,17
Resort Hotel,1,287,2017,April,17
Resort Hotel,1,38,2017,April,18
Resort Hotel,1,206,2017,April,18
Resort Hotel,1,72,2017,April,18
Resort Hotel,1,24,2017,April,18
Resort Hotel,1,76,2017,April,18
Resort Hotel,1,88,2017,April,18
Resort Hotel,1,88,2017,April,18
Resort Hotel,1,93,2017,April,18
Resort Hotel,1,88,2017,April,18
Resort Hotel,1,88,2017,April,18
Resort Hotel,1,100,2017,April,18
Resort Hotel,1,9,2017,April,19
Resort Hotel,1,96,2017,April,19
Resort Hotel,1,28,2017,April,19
Resort Hotel,1,174,2017,April,19
Resort Hotel,1,213,2017,April,19
Resort Hotel,1,26,2017,April,20
Resort Hotel,1,29,2017,April,20
Resort Hotel,1,29,2017,April,20
Resort Hotel,1,72,2017,April,20
Resort Hotel,1,63,2017,April,20
Resort Hotel,1,216,2017,April,20
Resort Hotel,1,105,2017,April,20
Resort Hotel,1,105,2017,April,20
